FID IID BirthYear MumID
1 3936 1998 2853
1 3937 1998 2941
1 3938 1998 2941
1 3939 1998 2073
1 3940 1998 2073
1 3941 1998 3009
1 3942 1998 2476
1 3943 1998 3289
1 3944 1998 2640
1 3945 1998 2860
1 3946 1998 2830
1 3949 1998 3291
1 3950 1998 2861
1 3951 1998 3255
1 3953 1998 2707
1 3962 1998 2536
1 3965 1998 3307
1 3968 1998 2695
1 3909 1998 2706
1 3910 1998 2409
1 3911 1998 3239
1 3913 1998 3300
1 3914 1998 3214
1 3915 1998 2637
1 3916 1998 2637
1 3917 1998 2353
1 3918 1998 2353
1 3920 1998 3478
1 3921 1998 2245
1 3924 1998 2460
1 3925 1998 2963
1 3926 1998 2963
1 3927 1998 2260
1 4001 1998 3490
1 4002 1998 2075
1 4003 1998 3027
1 4004 1998 2699
1 4010 1998 2906
1 4013 1998 2236
1 4015 1998 2376
1 4020 1998 3564
1 4021 1998 2683
1 4024 1998 2892
1 4031 1998 3203
1 4032 1998 2361
1 4035 1998 2278
1 4040 1998 2377
1 4041 1998 3111
1 4042 1998 2964
1 4043 1998 2673
1 4044 1998 1880
1 4045 1998 2292
1 4050 1998 2358
1 4051 1998 3567
1 4053 1998 3273
1 4054 1998 2378
1 4057 1998 2899
1 4061 1998 3592
1 3971 1998 2479
1 3972 1998 2262
1 3973 1998 2262
1 3974 1998 2931
1 3976 1998 2607
1 3977 1998 3428
1 3980 1998 2168
1 3987 1998 2597
1 3988 1998 3326
1 3989 1998 2534
1 3990 1998 2799
1 3994 1998 2873
1 3999 1998 3282
1 4000 1998 2787
1 4062 1998 2942
1 4064 1998 3198
1 4071 1998 3538
1 4074 1998 2612
1 4176 1999 2323
1 4179 1999 3471
1 4183 1999 3469
1 4185 1999 2800
1 4188 1999 3111
1 4189 1999 3414
1 4190 1999 2668
1 4191 1999 3009
1 4193 1999 3291
1 4170 1999 3300
1 4172 1999 3202
1 4173 1999 3259
1 4174 1999 3048
1 4201 1999 3129
1 4202 1999 3203
1 4205 1999 2834
1 4206 1999 2834
1 4207 1999 2597
1 4208 1999 2787
1 4209 1999 3564
1 4210 1999 3255
1 4211 1999 53
1 4194 1999 3282
1 4195 1999 2841
1 4198 1999 3248
1 4199 1999 2706
1 4217 1999 3250
1 4218 1999 2342
1 4222 1999 54
1 4223 1999 2799
1 4224 1999 2908
1 4225 1999 2908
1 4226 1999 3237
1 4227 1999 3224
1 4229 1999 2699
1 4230 1999 3538
1 4231 1999 3443
1 4232 1999 2873
1 4233 1999 3607
1 4234 1999 2460
1 4235 1999 2659
1 4236 1999 2892
1 4237 1999 2942
1 4239 1999 3589
1 4240 1999 3273
1 4241 1999 2703
1 4243 1999 3704
1 4244 1999 3316
1 4248 1999 3759
1 4249 1999 4301
1 4250 1999 3567
1 4251 1999 3198
1 4253 1999 2927
1 4254 1999 2784
1 4255 1999 3473
1 4256 1999 3303
1 4258 1999 3738
1 4259 1999 2066
1 4260 1999 2223
1 4261 1999 2223
1 4212 1999 2931
1 4213 1999 2860
1 4215 1999 3420
1 4216 1999 3076
1 4150 1999 2379
1 4151 1999 2829
1 4153 1999 2479
1 4155 1999 3440
1 4158 1999 3201
1 4159 1999 2853
1 4161 1999 3552
1 4164 1999 3214
1 4166 1999 3571
1 4167 1999 3002
1 4168 1999 3330
1 4388 2000 2834
1 4393 2000 3123
1 4395 2000 3250
1 4397 2000 3203
1 4389 2000 2834
1 4406 2000 2706
1 4407 2000 2706
1 4408 2000 3885
1 4405 2000 3300
1 4383 2000 2549
1 4386 2000 4217
1 4387 2000 3725
1 4424 2000 2819
1 4425 2000 4103
1 4426 2000 3641
1 4433 2000 3564
1 4434 2000 3111
1 4435 2000 3762
1 4444 2000 3268
1 4445 2000 2627
1 4446 2000 3255
1 4412 2000 3303
1 4417 2000 3471
1 4418 2000 3471
1 4419 2000 3316
1 4333 2000 2941
1 4334 2000 2941
1 4337 2000 3248
1 4338 2000 3440
1 4343 2000 75
1 4353 2000 3659
1 4363 2000 3202
1 4366 2000 3968
1 4375 2000 3469
1 4379 2000 3759
1 4382 2000 3954
1 4474 2000 3307
1 4472 2000 4170
1 4448 2000 3209
1 4450 2000 3592
1 4453 2000 2963
1 4454 2000 2377
1 4459 2000 2787
1 4462 2000 3490
1 4463 2000 3260
1 4465 2000 3291
1 4466 2000 3291
1 4467 2000 3567
1 4468 2000 3567
1 4469 2000 2342
1 4447 2000 3255
1 4471 2000 2223
1 5061 2002 3201
1 5066 2002 3881
1 5067 2002 3533
1 5059 2002 3681
1 5073 2002 3076
1 5076 2002 3214
1 5077 2002 3289
1 5071 2002 3428
1 5084 2002 3589
1 5086 2002 3250
1 5087 2002 2706
1 5081 2002 3725
1 5091 2002 4008
1 5092 2002 3259
1 5093 2002 3259
1 5095 2002 3607
1 5096 2002 3248
1 5097 2002 3319
1 5100 2002 4004
1 5101 2002 4308
1 5102 2002 4308
1 5103 2002 4103
1 5104 2002 4103
1 5105 2002 3445
1 5090 2002 4242
1 5056 2002 3209
1 5137 2002 3490
1 5138 2002 2787
1 5141 2002 3291
1 5144 2002 4155
1 5145 2002 3592
1 5147 2002 3734
1 5150 2002 3268
1 5151 2002 3268
1 5155 2002 3279
1 5157 2002 4386
1 5158 2002 3303
1 5129 2002 4255
1 5106 2002 4193
1 5107 2002 4407
1 5109 2002 3564
1 5111 2002 3198
1 5112 2002 3692
1 5113 2002 3704
1 5114 2002 4184
1 5116 2002 3662
1 5117 2002 4301
1 5120 2002 4051
1 5127 2002 3762
1 5128 2002 4223
1 5131 2002 4361
1 5132 2002 3282
1 5421 2003 4184
1 5428 2003 5326
1 5430 2003 4190
1 5432 2003 2640
1 5435 2003 4195
1 5436 2003 4195
1 5437 2003 4161
1 5439 2003 3881
1 5440 2003 3202
1 5441 2003 3202
1 5442 2003 4407
1 5443 2003 2787
1 5423 2003 3237
1 5425 2003 4575
1 5472 2003 3738
1 5473 2003 5669
1 5474 2003 4258
1 5475 2003 5120
1 5479 2003 4456
1 5480 2003 3214
1 5481 2003 3589
